,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
5296,LH,BEN,IPG,CBRE,NTAP,DGX,MSI,GM,DRI,ALB,ULTA,IPGP,SNPS,FTNT,ADP
5297,COF,AAP,NCLH,KLAC,HRL,AVB,PYPL,ECL,FMC,CRM,LVS,JNJ,DVN,FDS,GLW
5298,CHRW,FE,GS,FIS,APH,CE,TPR,PENN,CCI,EQIX,RMD,NDSN,IEX,RE,DISH
5299,AEP,BRKB,HRL,TSCO,BSX,SYY,LMT,DHI,CAG,DRE,DGX,NDSN,GLW,CSX,RE
5300,HPE,HUM,SRE,BAX,TSLA,CPT,CTRA,FANG,SEE,KR,PM,HIG,ADBE,ALLE,TRMB
5301,XYL,EFX,NCLH,TEL,MCK,ETN,CAG,KLAC,UBFUT,ROK,CPT,BLK,DHR,MCO,EXPD
5302,ATVI,OGN,CE,PENN,SWKS,PEG,CPT,KMI,HIG,MCD,PNR,EW,XEL,AEP,REGN
5303,GM,AIZ,ANTM,STE,NTRS,KMX,PHM,C,AFL,INCY,PSX,DE,DFS,PLD,ETN
5304,CEG,IP,TPR,IR,ETR,XYL,TSLA,CMA,ICE,IPG,STT,DVA,CMG,FMC,LYV
5305,FISV,VRSK,ANSS,PYPL,MAA,VTRS,PNC,BAC,PNR,CPB,CSCO,RSG,MKTX,LLY,GE
5306,CTVA,MCD,BK,SEE,PARA,FTNT,TDG,HBAN,WFC,VTRS,AMZN,SWKS,SCHW,AOS,F
5307,RJF,ETR,EW,SYF,CTSH,GPN,HIG,NLSN,ETR,LW,FOX,NDAQ,USD,WEC,MRK
5308,DTE,EMR,CZR,MOS,AKAM,KMI,SHW,VTR,ALK,GS,GPC,OKE,HLT,DOV,REGN
5309,UNP,PKG,ETN,WMB,XYL,PENN,ULTA,AIZ,MKC,GWW,IDXX,TT,CTRA,DAL,SIVB
5310,SWKS,AFL,BKR,SHW,EXC,ZBRA,ZBH,ORCL,MTD,MHK,LHX,DVN,CTSH,ALGN,NCLH
5311,NTRS,VRTX,DIS,CEG,AJG,PWR,CNC,CZR,MAR,GNRC,CHRW,RF,BAX,MTB,ABBV
5312,DG,NTRS,CPT,HCA,PSA,MOH,WDC,TWTR,SYY,LOW,NTAP,NI,STT,MKC,NDAQ
5313,FTNT,FOX,CDW,FDX,WAT,INCY,BSX,ADSK,WMT,OTIS,C,BBY,DFS,TGT,MO
5314,PCAR,NDAQ,ADBE,ARE,HLT,TWTR,NFLX,AXP,IR,USB,LYB,J,SYY,NWL,STE
5315,CEG,ETSY,PKI,NFLX,BIIB,CHTR,NEE,COST,CB,SBAC,DIS,JPM,LOW,CPT,CB
5316,CME,BMY,JPM,UAA,IEX,KHC,GOOG,MSI,DGX,RSG,CSCO,NUE,AFL,DVN,CE
5317,PCAR,GPC,LMT,BMY,MA,GOOG,ROL,ROST,EMR,J,FB,URI,EQR,AVY,MLM
5318,NLOK,ILMN,LRCX,DHR,PAYC,PSA,DLR,ENPH,ILMN,HES,KR,MGM,AVB,VRSN,MTD
5319,ECL,PKI,BBY,ADM,NXPI,URI,TFX,UNH,BFB,ALL,EVRG,IT,CRL,SYK,NTRS
5320,EW,MMM,EVRG,CMCSA,AMGN,ACN,C,APTV,UHS,MNST,LOW,XEL,KEY,MMC,GILD
5321,T,NLSN,HSIC,MCO,ECL,NI,TGT,ZTS,MRK,ECL,SYY,KIM,MDLZ,KEYS,ZBH
5322,MKTX,CHRW,RL,PLD,NEM,MOS,EXPD,NLOK,GM,NI,CB,AWK,ABMD,MPWR,PG
5323,KEY,GWW,GPN,REG,MRNA,XEL,VRSN,WST,MLM,CERN,PAYC,PNR,VRSN,SBNY,UNP
5324,RTX,KR,TAP,GWW,AZO,FTNT,SWKS,CPT,FLT,KMB,GD,HON,LRCX,CMI,CF
5325,LUMN,NWSA,ADP,CPT,CRM,TSN,BAX,BLK,COP,NEM,IVZ,IPGP,MS,DLR,HPQ
5326,HUM,CVX,FDS,AMAT,GRMN,AXP,ANET,BIIB,ODFL,WYNN,SNPS,A,ROP,USD,ROK
5327,FMC,WAB,PSA,WFC,RTX,TRV,NSC,HSIC,SYK,BDX,MO,CNP,WYNN,LEN,TDG
5328,TFC,DISH,ROK,NWSA,BK,FRC,WBD,HON,MNST,EVRG,NI,AMP,CNC,BMY,OTIS
5329,IDXX,GS,APD,URI,CPB,MDLZ,BLK,NDSN,MCD,INTU,SIVB,CTXS,PG,J,ABBV
5330,TDG,SIVB,MTB,LYB,CF,STZ,HIG,TEL,MKC,CRM,NWL,EXR,SEE,ROK,MRNA
5331,NOW,PPL,HAL,WHR,SWK,ORCL,ALL,VZ,JKHY,ABT,SEE,MKC,BWA,UPS,CMA
5332,TYL,NKE,KEYS,USB,EXC,LW,CNC,PLD,TWTR,VRSK,AAL,WDC,GS,DFS,TFX
5333,PEAK,CNP,ABBV,INCY,MCHP,FOXA,NOC,RTX,GILD,XTSLA,OMC,WY,NVR,ADI,J
5334,TRMB,CTXS,OMC,FTNT,DG,FLT,USB,MS,CMCSA,GLW,MAS,CTAS,PEG,ABMD,COF
5335,MCK,IR,EQIX,ROP,CNP,SBAC,WDC,PFE,CMS,APA,RSG,NWS,IR,UBFUT,LVS
5336,BBY,DE,JPM,TDY,IPG,DRI,CTXS,REG,SJM,CPT,NUE,HBAN,FCX,PNC,DAL
5337,VFC,EBAY,SBAC,GIS,DD,RHI,OMC,ADBE,PGR,PH,GOOGL,FDS,SNA,NTRS,VTR
5338,V,MSI,ANET,AMCR,CB,FDS,DRI,WEC,HCA,CMS,CPRT,MLM,FB,D,NWL
5339,HII,PKI,SRE,MRNA,SEDG,VFC,EXC,PTC,STZ,MMC,PGR,EXC,HAL,TWTR,CPB
5340,GOOG,VLO,EBAY,VZ,VNO,MNST,PCAR,FITB,WBD,TJX,BIIB,TECH,EXR,CE,LUV
5341,IPGP,MS,KMI,CMS,AON,MRK,VNO,WRB,WMB,BLL,TMO,KR,T,HAS,CCI
5342,QRVO,DXC,PPL,ANTM,HON,COST,SYK,EFX,TDG,MTCH,TYL,VTRS,CINF,EMR,TYL
5343,PARA,FFIV,IR,ENPH,AMGN,AWK,ABT,PYPL,MTD,MTCH,LEN,XOM,DRI,CI,TXN
5344,LUV,TER,FFIV,HSIC,IPGP,WAB,CHD,BAX,CVS,CMI,NVR,MPWR,NVR,BAX,MRNA
5345,HCA,VRSK,PFE,DGX,JPM,APTV,RJF,BEN,JNPR,PYPL,CHD,ZBRA,SPG,ICE,VZ
5346,HAS,STT,SRE,SPGI,AIZ,CAH,AFL,CEG,CBRE,BSX,DXC,BSX,INTU,TYL,NEE
5347,APTV,DOW,TMO,VTR,CSX,STT,PPL,FOXA,CSX,USD,ABC,HCA,NOC,MRK,ADI
5348,TFC,MCD,UA,CFG,CF,LHX,BIO,TAP,BSX,WY,MNST,LUMN,HAS,NTRS,URI
5349,PEAK,CTAS,RHI,ABT,K,PTC,TPR,CTSH,WDC,SCHW,SO,ETR,AFL,BKR,CDW
5350,T,CL,HAL,AKAM,MTD,VTRS,XEL,COP,TECH,MMC,MDLZ,ADSK,T,DPZ,TTWO
5351,ABC,NEM,CE,LLY,AMAT,TECH,HST,FIS,DOW,UAA,LLY,HRL,IPGP,MPWR,GOOG
5352,SHW,MCK,PTC,ORCL,ROK,STZ,TSCO,NCLH,NEE,ETSY,ALB,SBAC,VRSK,LYV,VMC
5353,MDT,COP,LYV,LYB,CTSH,HSIC,EW,YUM,AVGO,CERN,TSN,LNT,F,IEX,IBM
5354,NTRS,ADM,ANET,OTIS,APTV,NCLH,MRO,NWSA,NLOK,SJM,FTNT,AKAM,CSCO,CVS,NUE
5355,ADSK,TT,AMT,GOOGL,VRTX,DOW,LMT,USD,APD,DHR,CMS,UNP,ETR,OTIS,UBFUT
5356,CTLT,AVB,TMO,UBFUT,UBFUT,CVX,DIS,ISRG,CAG,BFB,MSFT,MS,NUE,KLAC,HLT
5357,XYL,ECL,TDY,BBWI,NVR,PNC,SCHW,WMB,CTXS,ILMN,NSC,ABBV,DVN,BBY,VTRS
5358,MCD,F,ENPH,NEE,LVS,NKE,WRB,SWK,AON,WMB,UDR,BLL,BSX,TT,MTCH
5359,EXC,CCI,CVS,HLT,IBM,SEDG,C,REG,SWK,CMI,HIG,UHS,GOOGL,BDX,AMP
5360,SBUX,CAT,PTC,WEC,EXC,APH,REG,DUK,WRK,CPRT,LDOS,HES,BAC,WMB,EXC
5361,FDS,BRKB,TPR,LHX,AMZN,CHRW,DXC,PAYX,AVGO,CPRT,CBRE,BMY,PARA,LLY,DTE
5362,CARR,MSFT,BDX,HPE,DRI,BAC,ECL,VTR,TFX,FANG,ROP,UAL,HBAN,IR,BR
5363,TRV,LDOS,UNP,DGX,TXT,UA,CPT,CDNS,BFB,OXY,GNRC,KLAC,AEP,MOH,EL
5364,DRE,PFE,TDY,EOG,ROL,ZBRA,DG,NEE,AZO,WMT,PLD,GL,DXC,LUMN,ROP
5365,ODFL,DOV,HON,INTU,DLR,OKE,CLX,EIX,ISRG,REG,MPC,MMM,FTV,TAP,NEE
5366,WRB,NDSN,RJF,MCHP,KEY,PXD,J,TECH,PKG,CCL,TT,DFS,MSCI,CVX,BEN
5367,STE,UAA,MAS,WAB,DPZ,ATO,SJM,RE,LNC,IPGP,HST,AEE,BAX,CAH,VLO
5368,RE,CDNS,EFX,FTV,ENPH,CZR,PVH,SCHW,KEYS,EXR,WBD,WEC,ITW,CHRW,NEE
5369,LIN,ANET,CDW,NI,MMM,DUK,CBRE,EA,DXC,NTAP,OXY,GWW,CF,NDSN,CMCSA
5370,GILD,PG,JCI,UNH,NWS,PGR,AMD,SWKS,CVS,FRT,PNR,DHI,ALK,DRI,CCL
5371,ETR,GE,CAG,AMCR,CINF,CCL,V,GE,CHRW,PXD,PPL,SYY,WAT,ICE,J
5372,WAB,EFX,EXPD,COO,F,LW,AES,PNR,MOH,CMG,CAT,MOS,APA,PARA,CAT
5373,CBOE,DRI,CDAY,MNST,MDT,VRSN,GIS,HIG,MMC,ALK,AAL,L,MMM,CLX,ALGN
5374,KHC,FCX,IRM,CZR,BA,PNW,ROL,CLX,HII,LNT,BA,SCHW,MTB,SWK,MRO
5375,BAX,BK,ADP,MTD,QCOM,REGN,SBAC,CE,CDAY,PPL,DPZ,ILMN,XOM,FDS,MAR
5376,PAYC,SYK,ORCL,ALLE,F,AAPL,CARR,VZ,DVN,FFIV,BLL,TFX,ORLY,QCOM,CARR
5377,C,MTB,NTAP,BR,FRT,JPM,LYV,UA,PNW,ES,SPG,WM,XOM,HLT,PPG
5378,WAB,SWK,ILMN,MDLZ,HII,MKC,AVGO,DAL,JNJ,QCOM,AMT,RJF,GNRC,GE,CINF
5379,BIO,NKE,ROK,ROK,TSN,PM,FE,TFC,FMC,TFX,OXY,WYNN,F,BIIB,CDW
5380,FOX,NOC,ATO,CFG,PAYX,MCK,ADP,HCA,OMC,AON,ITW,MU,COST,SWKS,KR
5381,PCAR,MAR,CDAY,BK,EVRG,EVRG,USD,EVRG,PWR,EL,PFE,HSY,CDW,XOM,HAS
5382,ORCL,EXR,IT,COF,AIZ,PHM,AES,COST,TWTR,A,DPZ,DISH,FE,AZO,PCAR
5383,TTWO,CARR,WY,RF,VRSN,CAH,PWR,LUMN,VNO,WBA,STZ,TFC,TXN,TECH,DE
5384,UPS,EMN,TROW,PNR,GILD,ISRG,CSCO,PEG,VLO,MGM,TTWO,ZTS,EBAY,INCY,PAYC
5385,NTAP,USB,ZION,DAL,BRKB,MPC,CVS,NLSN,LOW,MPWR,UHS,SCHW,IFF,TSLA,NVDA
5386,CPRT,AIZ,MMM,SNA,NOC,OMC,BSX,FISV,PKI,LKQ,CNC,WBA,MCHP,UHS,OGN
5387,TER,COF,ADM,VMC,SYF,GM,CAH,CCI,CTXS,CMG,NEE,GOOG,CFG,AZO,NLSN
5388,APD,RJF,EBAY,COST,FBHS,DLR,MRNA,DUK,LNC,LUV,BAX,WYNN,AJG,KEYS,REGN
5389,BIIB,MCHP,PPL,ZTS,UA,LYB,FANG,LW,NVDA,IBM,PNW,VRTX,UAA,BLL,BWA
5390,FDX,PHM,ETR,A,BK,NTRS,AIZ,L,LRCX,CDW,ATO,DOW,VTR,CAT,IFF
5391,ZION,OMC,NFLX,BKNG,DHR,GRMN,COF,HPE,ADBE,TXT,HAS,INTC,DRI,TDG,NLOK
5392,CAG,NFLX,XTSLA,MDLZ,NVDA,CMCSA,MKC,IPGP,XTSLA,GILD,DGX,FRC,CME,ENPH,CRM
5393,APD,GM,COST,NI,ATVI,TSCO,GILD,ALL,SWK,C,TSN,ANSS,LW,FFIV,AMGN
5394,DD,AMD,GS,DXCM,GE,HPE,WTW,CTRA,CERN,ARE,CTAS,CMI,LUV,IFF,MRNA
5395,WDC,KO,DGX,CHTR,PXD,COF,AVB,CTSH,QRVO,HST,FRC,SBNY,ADP,ENPH,KLAC
5396,CI,BSX,C,BBY,F,ZION,SEE,MPWR,MPC,PFE,HES,ICE,PHM,EIX,NKE
5397,HON,RMD,AMAT,AAL,ALL,TWTR,ORLY,ICE,FOX,PSX,VRTX,CPT,CMA,PFG,MCHP
5398,BBWI,ECL,DD,FFIV,STE,MS,OTIS,GIS,LMT,MOS,PENN,TMO,SBUX,QCOM,UAL
5399,NEM,T,ABMD,KHC,ATO,BAX,DVA,WAT,CZR,RL,IPG,DAL,CMG,TMO,MTD
5400,IPG,ZBRA,MET,SIVB,EXPD,HPQ,TSN,FCX,MCO,NTAP,PM,STX,WST,SJM,AMAT
5401,OTIS,CAG,CHRW,COST,STE,HPQ,RCL,LUV,STZ,ALLE,GD,TEL,ETSY,WELL,BR
5402,SBUX,AON,PKG,AWK,ROL,QRVO,ED,ROL,WYNN,EVRG,XTSLA,ABBV,FOX,WST,INCY
5403,CRM,HWM,NCLH,ADP,CSX,SEDG,DE,DVA,PFE,PEAK,SLB,LYB,A,WM,ULTA
5404,HBAN,NCLH,MO,GE,GE,FDS,IT,MCK,HSIC,ANTM,GS,MCD,CDAY,KEY,VTRS
5405,GOOGL,UAL,KEY,SNA,CCI,ORCL,TFC,NUE,GOOGL,EA,AFL,SNA,BBWI,SBAC,EXC
5406,WMB,EXPE,WY,ANSS,T,TFC,ROP,VZ,CL,KR,AFL,LVS,SJM,UHS,HAL
5407,ANET,MSI,EA,ULTA,TEL,PH,ANSS,AAP,DG,GOOG,SBAC,AMP,LLY,WST,MGM
5408,CDW,SEDG,BIO,HRL,LOW,CERN,VZ,MU,WMB,SYY,CTLT,WFC,WRK,SEDG,EIX
5409,UBFUT,IP,L,AMGN,NTRS,MA,IVZ,ICE,XEL,WTW,J,DAL,KEYS,CSCO,ROST
5410,ODFL,COO,HAS,A,NVR,ISRG,WAB,PPL,JNJ,SYK,NWSA,CARR,SIVB,CDNS,AWK
5411,MOH,PEG,ZION,DLTR,STZ,DD,MAR,NOC,CNP,IFF,DD,CI,EMN,COF,PEG
5412,CTXS,CDW,LRCX,HOLX,EBAY,ATO,IR,PH,COF,PH,HLT,SO,CL,DE,PSX
5413,DRE,PEP,MDLZ,ISRG,DHI,PH,UAA,HLT,GIS,EXPE,LRCX,VFC,WFC,GD,GNRC
5414,EPAM,DE,PGR,IVZ,PEAK,RCL,BK,BLL,OTIS,PEAK,FCX,QRVO,CMA,MLM,PNW
5415,KEYS,PTC,DHR,CTLT,CVS,DXCM,EL,UHS,SEE,GWW,WHR,AME,RSG,DD,DVN
5416,BRO,SWK,LRCX,WEC,CCI,HCA,AVGO,BRO,LOW,EL,XRAY,MCO,WRK,FANG,JNJ
5417,MAA,GS,VZ,DUK,APH,ALB,PEAK,PSX,GNRC,LIN,EMN,ABT,HON,COO,FLT
5418,NSC,HRL,ORCL,BDX,A,CHTR,PKG,WRB,WEC,MCD,ALK,DAL,LMT,CVX,BKR
5419,CERN,EXC,POOL,PTC,AWK,FAST,MSI,JKHY,VNO,GWW,WRK,PKG,SIVB,WYNN,CF
5420,COST,BAX,FDS,DXCM,BR,FFIV,PEAK,CE,WM,SJM,FOX,LVS,RF,SYK,TGT
5421,PWR,KMX,FRC,MRK,TECH,AMGN,GOOGL,IVZ,GOOGL,XOM,GM,ORCL,FTNT,PEP,AIZ
5422,GWW,PXD,HUM,T,ALL,PAYC,TGT,CPT,DGX,FFIV,DG,CBRE,DFS,ADBE,DD
5423,RL,HES,NLOK,KEY,IDXX,MNST,PNR,PAYC,KMI,ICE,HAS,LYB,FE,MSI,NFLX
5424,EPAM,SLB,DE,HPE,CHD,DGX,WEC,F,F,HAS,NVR,VZ,CRL,IRM,BBWI
5425,NSC,TSN,ADP,APTV,STX,GNRC,MSI,KEY,WYNN,ROST,TFC,URI,T,TSLA,IFF
5426,FOX,LYV,MGM,TMO,DOV,HII,COO,APTV,MOS,NEM,ALLE,CMS,AEP,GE,VZ
5427,PPG,IR,EL,DFS,BDX,SO,WM,BK,V,HSIC,WMT,RF,ETSY,HON,EXPD
5428,MET,GOOG,TROW,DGX,XRAY,CTRA,EXR,COP,PPG,ZTS,TSCO,MS,MOH,TMUS,NWL
5429,MO,RJF,DVA,RSG,LNC,LEN,ORCL,APA,NOW,TDY,CNC,AZO,GD,NWS,GRMN
5430,PNC,LNC,ALK,GILD,BWA,PLD,AEE,ORCL,T,DGX,CF,CCL,ZBRA,INCY,IT
5431,MAR,JPM,NWL,WHR,ABBV,NLSN,TMO,CE,CAG,PAYC,HES,LLY,KMX,PEG,CHRW
5432,LDOS,CMI,LIN,LUV,MA,CPRT,TDY,SLB,DHI,MCD,AAL,AOS,FDS,NLOK,GPN
5433,PEP,DISH,CAT,RMD,CME,PAYX,GM,FDX,SCHW,PG,BIO,BFB,CTSH,KHC,SEE
5434,AMZN,TPR,TROW,CZR,DD,PNC,NWS,ZBH,FBHS,LEN,EMN,PM,USD,GOOG,DD
5435,EXC,ISRG,DD,PPL,HPQ,WELL,IPGP,UAA,AEP,VZ,LRCX,KLAC,CSX,CNP,CL
5436,DGX,TXT,BK,GOOGL,IDXX,PSA,BLK,MDLZ,SEE,VLO,VRSN,INTU,EFX,IVZ,PENN
5437,UAA,AZO,NDAQ,RHI,WBD,WBA,SJM,SBUX,AMGN,PPG,TT,ILMN,HOLX,EW,ODFL
5438,AVY,CL,CBRE,PVH,NDSN,CTXS,NWSA,UNH,FFIV,TT,BA,UNP,EXPE,TXT,HWM
5439,LH,MAS,VMC,MPWR,PG,KEYS,AVY,AEP,CERN,DRI,CBOE,EPAM,DXCM,AJG,HSIC
5440,CHD,MTCH,NWSA,KO,PAYC,CBRE,VFC,FRC,HAL,FIS,CAT,AME,WM,OXY,JKHY
5441,MAS,ES,BKR,LLY,MNST,PH,SHW,MRO,AME,PHM,WELL,MAA,WMT,ADSK,XEL
5442,SBUX,MSFT,NOC,PHM,ALLE,INTU,IDXX,KO,ITW,USD,DUK,SNA,VMC,WY,FMC
5443,CCI,NRG,KMB,CMI,FTNT,ZBRA,TGT,PKG,SWKS,CTAS,APTV,FRC,T,AAPL,AMCR
5444,TSLA,DHI,DAL,CME,CTLT,AWK,BR,LKQ,PEG,IPG,ALL,BK,IEX,PKI,BAC
5445,O,K,ULTA,MAA,PNW,TFX,XRAY,CSCO,LRCX,INTU,DPZ,AMD,TDY,CCL,AJG
5446,PKI,WFC,LHX,WAB,ANSS,CLX,DOV,CPB,CHRW,MDLZ,MU,BDX,WELL,BLL,IEX
5447,LH,AFL,TWTR,J,IP,DUK,UAA,BIO,HIG,COO,APH,RE,ADM,NLSN,SLB
5448,ZBRA,PHM,PSX,PEAK,SYF,NFLX,COO,BLK,VMC,AAP,TRV,KO,WYNN,NEM,LOW
5449,PVH,EL,INTU,ECL,TT,MAS,AIG,FDS,RCL,PM,TAP,INCY,BXP,NDSN,BLK
5450,WBD,HSIC,ANSS,YUM,KEYS,PRU,LKQ,MU,LYV,NWS,RHI,FIS,LOW,GPC,PYPL
5451,VRTX,MRK,NKE,JCI,AMCR,ROP,XYL,SBUX,UPS,LOW,RF,DTE,CBOE,LMT,DHR
5452,VMC,DE,ALL,STT,SBUX,LHX,EXPD,MCO,GOOGL,LNC,KLAC,VTRS,BIO,VLO,BEN
5453,CB,VRSK,VLO,ETN,PSA,FTNT,HAS,TECH,PXD,AOS,VTR,VFC,TTWO,CARR,SO
5454,DXCM,TMO,D,NVDA,UBFUT,MET,LIN,COST,CFG,MAS,JNJ,WBA,PRU,HCA,LRCX
5455,COP,LEN,FRC,SHW,SHW,CNC,MHK,NTAP,TROW,STZ,CRM,APH,PNW,HWM,HSY
5456,OMC,SIVB,JBHT,GNRC,SYF,FRT,LUV,MOS,WFC,C,WST,RHI,NWSA,PFG,AIZ
5457,SNPS,MKC,AON,VRSN,GIS,UNP,AMD,PWR,CNP,ATO,PPL,MPWR,EQIX,OXY,HWM
5458,ATO,CE,COF,FDX,EL,FFIV,GPC,TEL,PNW,MOH,NUE,ALL,PYPL,AIG,CME
5459,EL,IPGP,EPAM,CCI,LLY,CHRW,EW,TXT,DVN,AEE,SYK,IR,IR,CFG,PKG
5460,CFG,EFX,HCA,MDLZ,JPM,WYNN,WRK,CRL,DRE,BKNG,CTVA,LMT,CBOE,PSX,SWKS
5461,EVRG,ITW,FTNT,MPWR,CARR,NLSN,FOXA,TROW,VRSN,SPGI,UNP,PKI,WRB,CB,MLM
5462,MDT,ORCL,TXN,DLTR,JNJ,ALL,CI,FFIV,CINF,TMUS,DG,UAA,SPG,CMG,DLR
5463,TROW,ZBH,CINF,ABC,BK,HII,PCAR,EW,COST,XRAY,ULTA,J,IRM,AAPL,WEC
5464,CMCSA,CINF,TSN,AES,ULTA,NUE,EA,EXPD,PM,ADM,WM,DVA,CRM,MMC,TRV
5465,MA,BAC,WELL,MCD,ESS,TTWO,SWK,MKC,BRKB,ULTA,UBFUT,DUK,HLT,WMB,IBM
5466,ULTA,AME,TPR,NEE,NI,CME,D,COF,LLY,STE,DVN,MDT,CRL,GWW,ABC
5467,HPQ,UNH,MCO,KO,XOM,TSN,QRVO,RHI,AVB,MTB,HII,CINF,GOOGL,SLB,LVS
5468,VRSN,NWS,AVGO,ADM,MSFT,ATO,SYK,DXCM,CHTR,BLL,TXN,VRSN,CBRE,HIG,TAP
5469,XTSLA,KIM,EVRG,PYPL,KO,EFX,RSG,JPM,TDY,PSA,BLK,ABT,DXC,MAS,OKE
5470,ABBV,ADM,CTXS,CBRE,EXPE,FRT,VMC,GS,MTD,CZR,DAL,PVH,V,ITW,NKE
5471,GILD,OMC,XRAY,CPRT,ZTS,APH,ADP,APD,DUK,ROL,AMCR,NWS,ALLE,GS,L
5472,VRSN,BRO,SBAC,LKQ,WRB,TGT,CCL,FE,PKI,BRKB,SJM,HPE,TROW,JKHY,O
5473,NI,NLOK,BRKB,VRSN,INCY,DOW,NKE,MOH,ES,TXT,FCX,AOS,TECH,XRAY,EPAM
5474,FBHS,FMC,OXY,PH,TGT,NTAP,TAP,CMA,EMN,MCD,IT,REGN,BLL,AON,PEG
5475,COO,AVY,LDOS,MOH,PENN,FTV,PLD,OGN,ILMN,KLAC,FCX,ROL,FE,AWK,EQIX
5476,SEE,ATO,AOS,FRT,RHI,POOL,CINF,IEX,BKR,FDS,NEM,PRU,EFX,MA,MO
5477,ORCL,TSN,STX,RJF,GLW,BDX,GIS,REG,MLM,DISH,MCK,MSI,HII,MDT,AOS
5478,DXC,CAH,HLT,DLR,MPWR,AIZ,MSI,BBWI,TYL,ANTM,HOLX,F,GRMN,NOC,RHI
5479,VZ,CNC,VLO,POOL,NCLH,O,SBNY,DLTR,CL,HPE,BIIB,HBAN,TEL,LVS,HWM
5480,AEP,FDS,C,TPR,OTIS,CI,BXP,CPB,PPG,HII,AMT,WDC,PAYC,NVR,HLT
5481,TPR,CDAY,NDAQ,MO,CVS,TECH,WRB,HCA,CVX,CL,LW,WY,MDLZ,SLB,BAC
5482,SNPS,ZBRA,BRO,AAPL,CBOE,IR,REG,EOG,JKHY,LW,ZION,CMI,DHI,BKR,KEY
5483,AMD,GIS,BA,FMC,CAH,INCY,VLO,TWTR,SNPS,VNO,MHK,AAPL,BFB,PAYX,ZTS
5484,MTCH,DXC,DGX,UAA,MTCH,IP,TECH,URI,APD,AMT,TDY,CHD,BWA,ICE,ORLY
5485,CMCSA,IPGP,AMAT,ODFL,HBAN,PPL,EQR,HPQ,CPB,AFL,COP,BWA,FBHS,J,COST
5486,COF,CDNS,CTRA,LDOS,INTC,TRV,VZ,NSC,ABC,VMC,MSFT,MRK,WST,MSI,NSC
5487,CBRE,ZBRA,CDNS,NRG,NLSN,BFB,FTV,VMC,INCY,OXY,AFL,EVRG,CAH,SEDG,JCI
5488,CLX,USD,INCY,ALLE,BIIB,NCLH,ORLY,UHS,LVS,IRM,MNST,GIS,BWA,EPAM,DG
5489,FANG,NEM,EMN,DOV,REG,LYB,CSCO,PKI,PLD,AVGO,NLSN,COO,AKAM,SJM,MHK
5490,ROK,TTWO,KEY,WY,PNW,KO,ED,SCHW,VNO,NTAP,LEN,BMY,PHM,BRO,GD
5491,LW,MRNA,NEM,ATO,FB,SWK,T,SNA,SNPS,BIO,TEL,WY,FITB,AMP,JNPR
5492,MSFT,AMCR,OKE,TSCO,TER,CARR,INTC,RF,PFG,PEAK,BR,WFC,ADBE,HWM,CINF
5493,PNC,LOW,ABBV,SWKS,PPG,LLY,WMB,MRK,GS,SYF,GIS,LNT,MPWR,FANG,MS
5494,FOXA,PM,HPQ,IBM,TER,TROW,KMI,GIS,EIX,BWA,MTCH,ED,IEX,INTU,GS
5495,K,NWSA,CTXS,MTCH,ATO,SHW,AMCR,PEAK,ABT,MAA,USD,ALK,CVX,COP,AVB
5496,FMC,ABMD,KEYS,MSCI,ANET,FTV,D,ADP,SHW,ADI,BKNG,AWK,NOC,HST,CTAS
5497,D,CHTR,CFG,SLB,FE,COST,HSY,PENN,CRM,AWK,DFS,O,LW,ES,JNPR
5498,AAL,CPRT,NDSN,AVB,EA,NWL,PG,AIZ,CSX,VTRS,TPR,BKNG,MRK,LDOS,PKI
5499,WBA,ARE,J,BLK,DLTR,HCA,ODFL,PEAK,EOG,CRL,CTLT,JPM,PLD,DOW,APD
5500,CVS,NCLH,CTSH,UAL,HII,MTD,CHTR,RHI,COF,LLY,NEM,TPR,SPGI,NWS,MAR
5501,PCAR,FTNT,WY,UNH,LKQ,GOOG,ATVI,PGR,AVY,DD,CAT,NEE,DRI,LHX,ALL
5502,V,MU,EQIX,NVDA,STZ,QRVO,MAS,NSC,COF,SWKS,WEC,BMY,CVX,TER,MRK
5503,BK,WDC,NSC,CSX,TSCO,NFLX,BXP,DHI,TECH,UAA,EW,SBNY,CE,IDXX,PPL
5504,MOS,RF,SPG,ETN,UBFUT,WEC,VZ,ALK,EQIX,CSCO,MPWR,AAPL,WST,SO,CNP
5505,CBOE,ABT,EXPE,JNPR,ESS,ISRG,FANG,HBAN,CE,DE,FOX,HBAN,FISV,NDSN,AOS
5506,EOG,FOX,SBNY,TSN,CVX,FMC,PRU,SBUX,SEE,ANSS,EBAY,L,IFF,PEG,WST
5507,VMC,EIX,MAR,MCHP,AXP,AIG,VMC,PARA,ANET,NCLH,PARA,EA,AVY,ETR,EOG
5508,BEN,NRG,HPE,BKNG,AZO,RL,WST,CEG,MU,BIO,PM,ULTA,REGN,OMC,PKG
5509,OXY,RE,WYNN,HAL,EPAM,IPG,GWW,LNC,FIS,ARE,MOH,MPWR,MMM,BEN,WAB
5510,TGT,MTB,AMD,ALK,XYL,GL,CDNS,SBAC,OXY,BSX,DOV,LW,DLR,IVZ,ICE
5511,FITB,WBD,SBAC,IPG,NOW,VNO,GPN,KHC,MSFT,UDR,VFC,GWW,L,ROL,ATO
